maintenance_id,vehicle_id,cost_type,amount,entry_date,return_date
363,886,Preventiva,367.6,2024-04-25 03:57:36,2024-04-27 03:57:36
364,49,Corretiva,2406.58,2024-04-16 12:56:52,
365,1391,Corretiva,2110.63,2024-04-05 01:16:00,2024-04-12 01:16:00
366,850,Corretiva,1174.1,2024-04-22 11:16:05,2024-05-01 11:16:05
367,1340,Preventiva,668.6,2024-03-24 04:18:50,2024-03-25 04:18:50
368,1174,Preventiva,505.82,2024-05-04 11:59:13,2024-05-07 11:59:13
369,344,Corretiva,1427.09,2024-03-01 03:41:37,2024-03-15 03:41:37
370,308,Corretiva,1791.2,2024-05-24 05:27:22,2024-06-06 05:27:22
371,1232,Preventiva,540.29,2024-04-18 23:58:44,2024-04-19 23:58:44
372,737,Corretiva,2524.28,2024-05-05 11:14:06,2024-05-12 11:14:06
373,1679,Preventiva,498.22,2024-05-07 12:25:08,2024-05-10 12:25:08
374,467,Preventiva,661.1,2024-05-01 00:39:09,2024-05-03 00:39:09
375,1280,Corretiva,1702.55,2024-04-03 03:27:34,
376,942,Corretiva,2240.07,2024-03-07 08:49:22,2024-03-14 08:49:22
377,611,Corretiva,2604.78,2024-04-30 10:41:42,2024-05-13 10:41:42
378,1712,Corretiva,1449.8,2024-03-31 01:09:24,2024-04-04 01:09:24
379,749,Corretiva,2644.49,2024-03-29 13:35:30,2024-04-01 13:35:30
380,735,Corretiva,1068.94,2024-05-17 04:03:55,2024-05-27 04:03:55
381,60,Preventiva,539.1,2024-05-05 11:56:35,
382,1252,Preventiva,480.25,2024-03-28 07:54:13,2024-03-29 07:54:13
383,239,Preventiva,793.86,2024-03-29 03:28:39,2024-04-01 03:28:39
384,429,Preventiva,328.72,2024-04-07 03:55:48,2024-04-10 03:55:48
385,118,Corretiva,2795.51,2024-04-06 14:50:32,2024-04-09 14:50:32
386,870,Corretiva,733.71,2024-03-27 21:42:39,2024-04-02 21:42:39
387,1861,Preventiva,683.25,2024-03-12 13:59:47,2024-03-13 13:59:47
388,1623,Preventiva,485.61,2024-04-08 06:15:17,2024-04-09 06:15:17
389,510,Preventiva,690.24,2024-05-25 13:45:15,2024-05-27 13:45:15
390,1255,Corretiva,721.78,2024-05-01 15:15:44,2024-05-05 15:15:44
391,1745,Corretiva,1567.76,2024-05-22 03:43:38,2024-05-25 03:43:38
392,1101,Corretiva,2239.85,2024-04-26 00:17:04,
393,305,Preventiva,365.15,2024-03-28 09:16:28,
394,485,Preventiva,227.12,2024-04-19 20:41:41,
395,643,Preventiva,377.0,2024-03-01 00:53:11,
396,1373,Preventiva,280.71,2024-03-27 02:37:10,
397,629,Corretiva,2391.47,2024-04-09 02:52:32,2024-04-22 02:52:32
398,1320,Preventiva,237.96,2024-04-22 18:41:12,2024-04-25 18:41:12
399,1443,Corretiva,928.44,2024-04-29 13:52:37,
400,534,Corretiva,712.07,2024-04-12 07:32:03,
401,240,Preventiva,265.06,2024-04-10 05:40:37,2024-04-12 05:40:37
402,508,Corretiva,1800.65,2024-03-20 10:43:25,2024-04-03 10:43:25
403,1609,Corretiva,893.49,2024-04-13 01:26:19,2024-04-23 01:26:19
404,1613,Preventiva,454.93,2024-05-22 00:10:44,2024-05-24 00:10:44
405,1359,Corretiva,1150.57,2024-05-12 10:31:05,2024-05-20 10:31:05
406,74,Preventiva,377.32,2024-03-16 10:36:21,2024-03-18 10:36:21
407,1420,Preventiva,269.21,2024-03-08 17:11:36,2024-03-11 17:11:36
408,178,Preventiva,620.16,2024-04-16 21:44:49,2024-04-19 21:44:49
409,356,Corretiva,2773.33,2024-04-27 14:20:34,2024-05-06 14:20:34
410,428,Preventiva,307.88,2024-03-31 12:03:04,2024-04-03 12:03:04
411,399,Preventiva,505.05,2024-05-14 11:26:12,2024-05-15 11:26:12
412,242,Preventiva,531.37,2024-05-08 08:29:08,2024-05-11 08:29:08
413,1624,Preventiva,356.68,2024-05-01 05:23:08,2024-05-03 05:23:08
414,544,Preventiva,494.31,2024-03-21 10:36:54,2024-03-23 10:36:54
415,439,Preventiva,581.75,2024-03-19 02:53:59,2024-03-22 02:53:59
416,1909,Corretiva,1555.31,2024-03-03 05:20:42,2024-03-07 05:20:42
417,259,Corretiva,911.59,2024-03-23 06:44:10,2024-04-02 06:44:10
418,1038,Preventiva,659.29,2024-04-13 05:41:51,2024-04-14 05:41:51
419,84,Preventiva,393.5,2024-05-17 07:49:37,2024-05-18 07:49:37
420,1945,Preventiva,612.77,2024-03-07 15:03:24,2024-03-08 15:03:24
421,307,Corretiva,2735.74,2024-04-07 17:08:21,2024-04-22 17:08:21
422,187,Preventiva,289.87,2024-04-27 07:24:27,2024-04-30 07:24:27
423,1163,Preventiva,587.36,2024-03-18 16:38:47,2024-03-21 16:38:47
424,802,Preventiva,527.47,2024-05-03 08:50:15,
425,1747,Corretiva,1727.85,2024-04-14 23:43:11,2024-04-21 23:43:11
426,248,Preventiva,694.61,2024-03-23 04:51:43,2024-03-24 04:51:43
427,1896,Preventiva,427.67,2024-04-29 16:49:50,
428,1329,Corretiva,610.37,2024-03-01 12:06:35,
429,803,Preventiva,407.21,2024-05-08 08:06:23,2024-05-10 08:06:23
430,1118,Corretiva,874.9,2024-05-10 01:46:51,2024-05-21 01:46:51
431,383,Preventiva,289.56,2024-03-10 16:47:11,2024-03-12 16:47:11
432,696,Corretiva,2153.31,2024-04-08 16:31:09,2024-04-16 16:31:09
433,518,Corretiva,604.68,2024-03-17 00:08:11,2024-03-31 00:08:11
434,1911,Corretiva,1516.83,2024-05-27 04:11:52,2024-05-30 04:11:52
435,1832,Corretiva,1387.69,2024-04-17 03:13:11,2024-04-29 03:13:11
436,1905,Preventiva,238.71,2024-03-05 13:40:37,2024-03-06 13:40:37
437,159,Preventiva,351.69,2024-03-23 16:14:56,2024-03-25 16:14:56
438,1679,Preventiva,575.35,2024-05-17 04:45:59,2024-05-19 04:45:59
439,1964,Preventiva,769.07,2024-04-11 12:54:45,2024-04-14 12:54:45
440,764,Preventiva,630.91,2024-05-12 22:17:37,
441,1974,Preventiva,360.68,2024-04-30 17:59:23,
442,216,Preventiva,440.05,2024-05-29 21:33:25,2024-06-01 21:33:25
443,523,Corretiva,1243.97,2024-04-24 04:28:04,
444,1280,Preventiva,633.35,2024-05-26 10:53:11,2024-05-28 10:53:11
445,1318,Preventiva,385.75,2024-05-21 02:52:27,2024-05-22 02:52:27
446,263,Corretiva,2555.09,2024-04-25 18:01:57,2024-04-28 18:01:57
447,1930,Corretiva,1386.69,2024-05-05 10:53:39,2024-05-10 10:53:39
448,894,Preventiva,441.97,2024-04-15 22:26:07,2024-04-16 22:26:07
449,1139,Corretiva,2207.96,2024-05-15 13:57:47,2024-05-26 13:57:47
450,82,Preventiva,426.36,2024-04-19 20:33:08,2024-04-21 20:33:08
451,868,Corretiva,1939.27,2024-05-21 15:30:08,2024-06-01 15:30:08
452,1535,Preventiva,638.47,2024-05-07 16:08:36,2024-05-08 16:08:36
453,1679,Preventiva,398.93,2024-04-13 04:41:20,2024-04-15 04:41:20
454,1421,Preventiva,612.95,2024-03-24 14:04:27,
455,1951,Preventiva,343.29,2024-03-23 11:58:17,2024-03-25 11:58:17
456,642,Corretiva,2571.31,2024-04-28 00:39:09,2024-05-04 00:39:09
457,971,Preventiva,637.07,2024-05-09 16:32:13,2024-05-11 16:32:13
458,319,Preventiva,626.78,2024-04-17 10:31:07,2024-04-18 10:31:07
459,1424,Preventiva,229.0,2024-04-27 00:49:06,2024-04-30 00:49:06
460,735,Preventiva,607.27,2024-03-25 23:43:14,2024-03-28 23:43:14
461,427,Corretiva,1307.55,2024-03-08 01:13:25,2024-03-21 01:13:25
462,1239,Preventiva,246.1,2024-03-27 00:01:49,
463,1865,Corretiva,2904.25,2024-03-25 17:25:32,2024-04-09 17:25:32
464,301,Corretiva,2645.95,2024-03-30 02:14:44,2024-04-10 02:14:44
465,1592,Preventiva,746.91,2024-04-19 03:41:32,2024-04-20 03:41:32
466,92,Preventiva,264.05,2024-03-13 14:12:32,2024-03-16 14:12:32
467,352,Preventiva,514.32,2024-03-22 01:04:30,
468,1157,Corretiva,2092.08,2024-05-03 03:35:11,2024-05-13 03:35:11
469,878,Preventiva,744.76,2024-05-04 06:49:09,2024-05-07 06:49:09
470,1892,Preventiva,420.74,2024-03-06 20:16:32,2024-03-08 20:16:32
471,426,Preventiva,386.74,2024-04-07 02:11:49,
472,386,Corretiva,1848.07,2024-04-19 09:03:45,2024-04-23 09:03:45
473,1214,Corretiva,2595.16,2024-04-07 20:03:03,2024-04-15 20:03:03
474,1244,Preventiva,688.97,2024-03-19 19:43:34,
475,663,Preventiva,344.09,2024-04-08 05:35:36,2024-04-09 05:35:36
476,1038,Corretiva,730.56,2024-05-22 08:10:02,2024-05-26 08:10:02
477,906,Preventiva,521.66,2024-04-23 03:37:45,2024-04-26 03:37:45
478,144,Corretiva,553.14,2024-05-03 07:01:19,2024-05-16 07:01:19
479,723,Corretiva,1571.67,2024-05-17 23:06:09,2024-05-26 23:06:09
480,157,Preventiva,647.81,2024-05-09 16:03:30,2024-05-10 16:03:30
481,65,Preventiva,724.9,2024-04-04 14:45:07,
482,626,Corretiva,1494.58,2024-03-01 12:52:37,2024-03-10 12:52:37
483,93,Corretiva,2212.27,2024-04-02 00:14:28,
484,654,Preventiva,660.56,2024-05-08 13:35:22,2024-05-09 13:35:22
485,1049,Corretiva,2543.49,2024-05-17 15:55:49,2024-05-20 15:55:49
486,559,Corretiva,771.93,2024-05-26 18:17:30,2024-06-07 18:17:30
487,1475,Corretiva,1903.43,2024-04-08 03:08:32,2024-04-23 03:08:32
488,1895,Preventiva,698.83,2024-05-08 00:34:27,2024-05-11 00:34:27
489,137,Preventiva,382.4,2024-04-19 16:45:10,2024-04-20 16:45:10
490,1600,Corretiva,985.17,2024-04-24 21:30:13,2024-05-09 21:30:13
491,1449,Preventiva,227.67,2024-03-21 01:39:23,2024-03-23 01:39:23
492,1150,Preventiva,261.48,2024-03-20 23:13:00,2024-03-21 23:13:00
493,65,Preventiva,420.95,2024-04-09 15:51:56,2024-04-12 15:51:56
494,214,Corretiva,1935.22,2024-03-03 15:23:24,2024-03-10 15:23:24
495,1386,Corretiva,2518.31,2024-03-31 14:06:24,2024-04-12 14:06:24
496,1818,Corretiva,2061.21,2024-05-01 19:14:45,2024-05-16 19:14:45
497,1999,Corretiva,2104.37,2024-04-06 19:01:39,2024-04-17 19:01:39
498,1396,Preventiva,377.33,2024-03-16 00:27:27,2024-03-19 00:27:27
499,1129,Corretiva,2879.84,2024-04-12 12:46:48,2024-04-25 12:46:48
500,1014,Preventiva,212.76,2024-03-12 14:44:20,2024-03-14 14:44:20
501,951,Preventiva,734.32,2024-04-26 15:00:33,
502,686,Corretiva,853.23,2024-03-03 10:53:41,2024-03-18 10:53:41
503,1233,Preventiva,573.33,2024-04-05 20:32:24,
504,1689,Corretiva,1494.98,2024-04-21 08:37:55,
505,1276,Preventiva,465.19,2024-03-03 11:11:27,2024-03-06 11:11:27
506,950,Preventiva,564.04,2024-04-28 11:45:54,2024-05-01 11:45:54
507,1832,Corretiva,1109.9,2024-03-13 08:22:03,2024-03-26 08:22:03
508,436,Preventiva,696.81,2024-04-12 00:20:57,2024-04-14 00:20:57
509,1244,Preventiva,741.35,2024-03-05 13:49:17,2024-03-06 13:49:17
510,1328,Corretiva,1873.13,2024-04-04 11:57:46,2024-04-07 11:57:46
511,463,Corretiva,2407.76,2024-03-20 06:15:57,2024-04-01 06:15:57
512,457,Corretiva,1165.1,2024-03-30 17:49:52,2024-04-12 17:49:52
513,1170,Corretiva,1517.31,2024-05-09 06:31:32,
514,668,Preventiva,489.16,2024-04-04 12:00:41,2024-04-07 12:00:41
515,453,Preventiva,388.22,2024-05-08 10:23:22,2024-05-11 10:23:22
516,377,Corretiva,2443.05,2024-05-15 16:55:21,2024-05-21 16:55:21
517,467,Preventiva,677.77,2024-03-23 22:57:39,2024-03-26 22:57:39
518,1544,Corretiva,2747.48,2024-03-08 10:52:59,2024-03-21 10:52:59
519,504,Corretiva,1059.34,2024-03-02 18:19:59,
520,1560,Corretiva,1476.68,2024-04-19 02:05:28,2024-05-01 02:05:28
521,208,Preventiva,700.23,2024-05-30 23:47:55,2024-05-31 23:47:55
522,1530,Preventiva,248.73,2024-04-01 20:18:48,
523,1865,Corretiva,619.79,2024-04-29 03:54:52,
524,1600,Preventiva,588.97,2024-05-11 02:12:46,
525,1922,Preventiva,392.84,2024-04-29 07:25:55,2024-05-02 07:25:55
526,539,Preventiva,769.65,2024-05-08 15:14:43,2024-05-11 15:14:43
527,1916,Preventiva,637.99,2024-05-26 09:57:07,2024-05-27 09:57:07
528,868,Corretiva,2739.3,2024-03-19 03:24:13,2024-03-22 03:24:13
529,1821,Corretiva,905.78,2024-03-02 20:30:35,2024-03-11 20:30:35
530,1372,Preventiva,441.93,2024-03-14 20:48:10,2024-03-17 20:48:10
531,412,Preventiva,211.68,2024-03-12 11:39:59,2024-03-14 11:39:59
532,1495,Corretiva,2807.73,2024-04-30 22:05:53,2024-05-09 22:05:53
533,1716,Preventiva,213.64,2024-04-21 07:42:34,2024-04-23 07:42:34
534,1614,Corretiva,2925.74,2024-03-20 20:02:04,
535,1390,Preventiva,762.35,2024-05-03 15:37:53,2024-05-04 15:37:53
536,969,Corretiva,2826.53,2024-05-09 18:54:19,2024-05-23 18:54:19
537,1227,Preventiva,526.81,2024-03-16 06:27:05,
538,36,Preventiva,606.82,2024-04-25 06:13:42,
539,502,Preventiva,267.57,2024-05-08 01:28:10,2024-05-10 01:28:10
540,725,Corretiva,1669.32,2024-03-11 10:08:23,2024-03-16 10:08:23
541,1060,Corretiva,975.97,2024-05-14 13:21:13,2024-05-18 13:21:13
542,1644,Corretiva,1161.5,2024-05-27 18:57:00,2024-06-03 18:57:00
543,514,Corretiva,852.13,2024-03-10 20:05:15,2024-03-13 20:05:15
544,1547,Preventiva,458.7,2024-03-03 08:04:54,2024-03-04 08:04:54
545,176,Preventiva,322.93,2024-03-29 09:18:52,2024-03-31 09:18:52
546,318,Corretiva,1835.45,2024-05-01 15:19:35,2024-05-11 15:19:35
547,1415,Corretiva,1783.48,2024-05-27 04:38:58,2024-06-09 04:38:58
548,245,Preventiva,583.44,2024-04-06 02:17:35,2024-04-07 02:17:35
549,1788,Preventiva,576.96,2024-05-05 01:35:31,2024-05-06 01:35:31
550,1280,Preventiva,527.68,2024-03-07 21:58:34,2024-03-10 21:58:34
551,1492,Corretiva,2394.7,2024-05-02 20:18:06,2024-05-08 20:18:06
552,706,Preventiva,708.85,2024-04-27 01:53:50,
553,980,Corretiva,1346.18,2024-03-10 06:33:08,2024-03-13 06:33:08
554,1373,Preventiva,671.36,2024-05-10 07:05:53,2024-05-12 07:05:53
555,1944,Corretiva,2201.86,2024-05-17 09:02:25,2024-05-26 09:02:25
556,1387,Corretiva,652.72,2024-04-24 15:17:56,2024-05-08 15:17:56
557,1509,Preventiva,510.97,2024-03-12 00:23:03,2024-03-14 00:23:03
558,53,Corretiva,505.63,2024-05-29 12:42:57,2024-06-13 12:42:57
559,269,Preventiva,334.34,2024-05-11 05:16:32,2024-05-12 05:16:32
560,491,Preventiva,607.25,2024-04-01 14:17:34,2024-04-03 14:17:34
561,51,Corretiva,2972.18,2024-04-08 23:34:39,2024-04-19 23:34:39
562,811,Corretiva,875.85,2024-04-03 17:19:36,
563,1985,Preventiva,789.02,2024-04-16 01:01:06,
564,1722,Corretiva,2387.41,2024-04-01 01:14:55,2024-04-11 01:14:55
565,1686,Corretiva,1574.9,2024-05-17 07:28:23,2024-05-23 07:28:23
566,889,Preventiva,276.12,2024-05-14 19:58:14,2024-05-15 19:58:14
567,1016,Preventiva,615.08,2024-03-10 14:29:48,2024-03-13 14:29:48
568,1634,Corretiva,1995.56,2024-05-27 10:21:36,2024-06-10 10:21:36
569,1540,Corretiva,824.97,2024-04-27 20:07:04,2024-05-10 20:07:04
570,1038,Preventiva,250.41,2024-05-15 09:53:48,2024-05-18 09:53:48
571,1914,Corretiva,2377.94,2024-05-04 08:45:43,
572,1995,Corretiva,1392.34,2024-04-09 15:06:14,
573,1642,Corretiva,1476.24,2024-05-06 18:36:32,
574,1998,Preventiva,760.34,2024-05-27 20:35:40,2024-05-28 20:35:40
575,1166,Preventiva,238.09,2024-03-25 13:51:35,2024-03-28 13:51:35
576,1409,Corretiva,1830.49,2024-05-13 13:06:25,2024-05-25 13:06:25
577,469,Corretiva,1743.07,2024-04-18 23:22:10,2024-04-29 23:22:10
578,411,Corretiva,1942.01,2024-04-13 23:57:30,2024-04-24 23:57:30
579,127,Corretiva,1810.97,2024-04-09 15:17:40,2024-04-22 15:17:40
580,572,Preventiva,231.12,2024-05-06 12:33:40,2024-05-08 12:33:40
581,102,Corretiva,2986.18,2024-03-25 10:10:33,2024-04-09 10:10:33
582,1889,Corretiva,1641.59,2024-05-17 12:08:29,
583,393,Preventiva,739.86,2024-05-15 14:18:59,
584,1053,Corretiva,1128.01,2024-03-08 21:16:18,2024-03-15 21:16:18
585,1199,Corretiva,1485.17,2024-05-20 05:28:57,2024-06-01 05:28:57
586,1861,Corretiva,2095.75,2024-03-23 04:35:51,2024-03-28 04:35:51
587,422,Corretiva,1478.46,2024-04-12 06:55:23,2024-04-27 06:55:23
588,597,Preventiva,442.94,2024-04-25 12:57:51,2024-04-27 12:57:51
589,1007,Preventiva,656.9,2024-04-04 11:42:45,2024-04-07 11:42:45
590,1468,Preventiva,433.45,2024-03-03 14:40:50,2024-03-05 14:40:50
591,527,Corretiva,1054.13,2024-05-17 10:28:51,2024-05-29 10:28:51
592,1057,Corretiva,1058.88,2024-03-17 13:08:17,2024-03-21 13:08:17
593,1533,Preventiva,626.37,2024-03-20 07:16:11,2024-03-23 07:16:11
594,88,Corretiva,1157.12,2024-05-12 14:27:57,2024-05-23 14:27:57
595,1691,Corretiva,2024.71,2024-03-31 23:18:00,2024-04-03 23:18:00
596,886,Corretiva,519.01,2024-05-20 02:37:07,2024-05-26 02:37:07
597,1901,Preventiva,736.32,2024-05-03 19:23:07,2024-05-06 19:23:07
598,244,Preventiva,559.4,2024-03-26 03:22:14,
599,610,Corretiva,1090.05,2024-03-01 22:10:12,2024-03-13 22:10:12
600,274,Corretiva,1486.33,2024-05-26 06:34:07,2024-06-01 06:34:07
601,904,Corretiva,1316.92,2024-03-08 18:58:43,2024-03-12 18:58:43
602,334,Preventiva,304.11,2024-05-05 12:38:35,2024-05-08 12:38:35
603,660,Corretiva,2319.6,2024-04-14 11:03:14,2024-04-24 11:03:14
604,305,Preventiva,468.4,2024-05-08 23:49:53,2024-05-10 23:49:53
605,58,Corretiva,2242.81,2024-05-02 20:17:26,2024-05-07 20:17:26
606,343,Corretiva,2481.14,2024-04-28 18:39:06,
607,1094,Preventiva,429.76,2024-04-14 15:57:13,2024-04-16 15:57:13
608,381,Corretiva,650.36,2024-05-12 03:45:55,2024-05-23 03:45:55
609,419,Corretiva,1179.21,2024-03-09 11:13:42,
610,1561,Corretiva,906.97,2024-03-21 03:57:59,
611,1016,Corretiva,645.92,2024-05-02 22:51:47,2024-05-11 22:51:47
612,1768,Corretiva,2385.72,2024-03-28 20:45:14,2024-04-12 20:45:14
613,867,Corretiva,845.55,2024-04-22 22:07:02,2024-04-27 22:07:02
614,1546,Corretiva,2732.93,2024-04-13 01:36:03,2024-04-27 01:36:03
615,1931,Corretiva,1970.8,2024-04-18 07:32:00,2024-05-02 07:32:00
616,976,Corretiva,1755.08,2024-04-08 17:18:01,2024-04-13 17:18:01
617,1872,Preventiva,687.45,2024-05-07 21:07:22,2024-05-08 21:07:22
618,1021,Preventiva,759.54,2024-03-31 02:26:53,
619,135,Preventiva,680.97,2024-05-03 23:02:06,2024-05-04 23:02:06
620,701,Preventiva,775.08,2024-03-25 15:40:53,
621,365,Corretiva,673.11,2024-03-23 21:03:56,
622,1048,Corretiva,1804.47,2024-03-11 23:30:44,2024-03-14 23:30:44
623,1301,Preventiva,260.22,2024-03-18 12:36:14,2024-03-21 12:36:14
624,1579,Corretiva,1966.08,2024-03-11 21:06:27,2024-03-20 21:06:27
625,1490,Preventiva,777.86,2024-04-18 18:19:36,2024-04-20 18:19:36
626,684,Corretiva,2747.17,2024-05-09 08:37:19,2024-05-19 08:37:19
627,899,Corretiva,2367.25,2024-03-17 20:22:02,
628,1564,Preventiva,372.75,2024-03-20 16:35:02,2024-03-22 16:35:02
629,230,Preventiva,624.54,2024-04-14 01:29:22,2024-04-15 01:29:22
630,330,Preventiva,701.8,2024-05-05 22:29:37,
631,1846,Preventiva,204.25,2024-05-28 20:54:35,2024-05-31 20:54:35
632,292,Preventiva,642.98,2024-04-17 17:48:24,2024-04-19 17:48:24
633,1579,Preventiva,357.43,2024-03-26 18:04:09,
634,1670,Corretiva,560.56,2024-03-10 03:32:56,
635,1437,Corretiva,2265.42,2024-03-18 15:57:10,2024-03-29 15:57:10
636,539,Preventiva,488.05,2024-03-21 16:49:23,2024-03-23 16:49:23
637,1122,Corretiva,839.17,2024-03-17 07:54:01,
638,1733,Preventiva,285.47,2024-03-02 06:54:00,
639,1387,Corretiva,1884.5,2024-04-18 14:33:03,2024-05-01 14:33:03
640,1197,Preventiva,721.42,2024-03-25 23:05:45,2024-03-28 23:05:45
641,378,Corretiva,658.3,2024-05-28 15:51:36,2024-06-02 15:51:36
642,608,Corretiva,2292.99,2024-04-20 08:32:09,2024-05-05 08:32:09
643,1713,Preventiva,395.49,2024-05-03 11:09:34,
644,1747,Preventiva,447.16,2024-03-12 11:47:39,
645,316,Corretiva,1317.39,2024-05-19 00:43:09,2024-06-03 00:43:09
646,246,Corretiva,1882.84,2024-04-14 16:04:44,
647,509,Corretiva,1409.23,2024-05-19 10:01:11,2024-06-01 10:01:11
648,1752,Preventiva,533.57,2024-04-22 05:45:22,2024-04-24 05:45:22
649,1276,Preventiva,634.87,2024-04-12 17:09:46,2024-04-14 17:09:46
650,1498,Preventiva,684.95,2024-04-10 01:59:01,2024-04-11 01:59:01
651,73,Corretiva,2663.58,2024-03-17 18:39:00,2024-03-24 18:39:00
652,1515,Preventiva,735.96,2024-03-05 16:12:24,2024-03-06 16:12:24
653,1764,Corretiva,966.99,2024-05-25 15:16:58,
654,232,Preventiva,398.67,2024-04-13 11:21:37,2024-04-14 11:21:37
655,1811,Corretiva,1817.5,2024-05-14 19:30:02,2024-05-29 19:30:02
656,354,Preventiva,624.75,2024-04-06 11:08:42,2024-04-08 11:08:42
657,436,Preventiva,289.54,2024-03-07 17:47:43,2024-03-08 17:47:43
658,307,Preventiva,438.28,2024-04-27 06:42:33,2024-04-29 06:42:33
659,179,Preventiva,222.59,2024-03-05 21:04:55,
660,1675,Corretiva,2527.08,2024-03-14 13:50:51,2024-03-26 13:50:51
661,1421,Corretiva,2208.99,2024-04-21 05:14:30,2024-04-29 05:14:30
662,1146,Corretiva,1091.99,2024-03-28 15:34:36,2024-04-02 15:34:36
663,196,Preventiva,210.4,2024-05-30 10:43:01,2024-05-31 10:43:01
664,719,Corretiva,705.02,2024-03-11 18:41:53,2024-03-24 18:41:53
665,1740,Corretiva,1650.54,2024-05-09 13:32:40,2024-05-13 13:32:40
666,501,Preventiva,542.31,2024-04-25 04:11:51,2024-04-28 04:11:51
667,295,Preventiva,585.75,2024-05-11 22:58:40,
668,1781,Corretiva,560.07,2024-03-21 12:54:02,2024-04-03 12:54:02
669,1454,Corretiva,2669.64,2024-04-17 13:17:54,2024-04-30 13:17:54
670,186,Preventiva,545.93,2024-04-10 23:55:24,2024-04-11 23:55:24
671,264,Preventiva,556.09,2024-04-10 06:54:09,
672,361,Preventiva,229.05,2024-05-18 06:36:14,
673,472,Preventiva,294.44,2024-05-30 02:13:41,2024-05-31 02:13:41
674,1406,Corretiva,2381.65,2024-03-28 18:57:01,
675,361,Preventiva,267.63,2024-04-26 12:19:25,2024-04-27 12:19:25
676,411,Preventiva,272.57,2024-04-25 11:26:02,2024-04-26 11:26:02
677,1363,Preventiva,405.76,2024-05-07 08:21:18,2024-05-10 08:21:18
678,1605,Corretiva,994.88,2024-05-26 05:32:13,2024-06-01 05:32:13
679,658,Preventiva,543.13,2024-03-19 21:48:31,2024-03-21 21:48:31
680,1037,Preventiva,208.05,2024-03-20 04:52:44,
681,1984,Corretiva,1802.48,2024-04-30 02:22:30,
682,875,Preventiva,254.06,2024-03-15 07:00:45,
683,1690,Corretiva,1812.04,2024-03-16 19:36:31,2024-03-29 19:36:31
684,31,Corretiva,875.32,2024-03-07 19:56:30,2024-03-12 19:56:30
685,407,Preventiva,316.19,2024-03-01 05:50:37,2024-03-04 05:50:37
686,1083,Corretiva,665.04,2024-04-10 23:54:00,2024-04-25 23:54:00
687,1995,Preventiva,629.4,2024-04-24 00:53:01,2024-04-25 00:53:01
688,1065,Preventiva,550.08,2024-03-27 12:06:37,2024-03-30 12:06:37
689,305,Preventiva,271.19,2024-03-22 01:32:38,2024-03-24 01:32:38
690,1297,Corretiva,1316.6,2024-05-04 07:59:29,2024-05-15 07:59:29
691,944,Preventiva,707.81,2024-05-03 23:19:29,2024-05-04 23:19:29
692,245,Preventiva,284.51,2024-04-11 07:36:15,2024-04-12 07:36:15
693,178,Corretiva,1404.56,2024-05-02 13:14:55,
694,704,Corretiva,650.77,2024-05-24 01:49:18,2024-05-31 01:49:18
695,198,Corretiva,2303.87,2024-05-11 16:36:59,
696,1303,Preventiva,336.92,2024-04-26 21:07:36,
697,874,Preventiva,391.66,2024-04-30 04:01:25,2024-05-02 04:01:25
698,489,Preventiva,620.72,2024-05-24 23:07:54,2024-05-25 23:07:54
699,109,Preventiva,274.82,2024-04-08 16:30:12,2024-04-09 16:30:12
700,1237,Corretiva,2785.52,2024-04-19 13:19:27,2024-05-01 13:19:27
701,1138,Corretiva,1270.65,2024-04-28 22:26:03,
702,1351,Corretiva,1212.61,2024-05-22 15:58:14,2024-05-30 15:58:14
703,753,Corretiva,2603.95,2024-05-15 05:21:44,
704,770,Corretiva,506.83,2024-03-07 11:57:32,
705,191,Preventiva,273.58,2024-03-16 02:22:31,2024-03-19 02:22:31
706,1257,Preventiva,469.6,2024-03-28 23:49:27,2024-03-29 23:49:27
707,284,Corretiva,1559.51,2024-05-08 03:43:25,
708,47,Preventiva,602.12,2024-04-21 19:08:53,2024-04-24 19:08:53
709,465,Preventiva,264.91,2024-03-27 06:19:31,2024-03-30 06:19:31
710,196,Corretiva,988.71,2024-03-12 07:35:18,
711,1386,Preventiva,232.33,2024-05-02 16:04:21,2024-05-03 16:04:21
712,1021,Preventiva,687.8,2024-05-03 16:13:06,2024-05-04 16:13:06
713,1608,Corretiva,1250.59,2024-05-25 18:48:17,2024-06-04 18:48:17
714,534,Preventiva,317.93,2024-04-15 13:01:52,
715,1330,Preventiva,519.02,2024-04-14 22:26:55,2024-04-16 22:26:55
716,1098,Corretiva,2258.52,2024-03-08 07:41:06,2024-03-17 07:41:06
717,1509,Preventiva,272.3,2024-03-04 15:03:21,
718,610,Preventiva,441.55,2024-04-09 07:33:02,2024-04-12 07:33:02
719,1344,Corretiva,2724.09,2024-03-30 07:57:01,2024-04-08 07:57:01
720,466,Preventiva,551.09,2024-03-23 18:48:12,2024-03-25 18:48:12
721,436,Corretiva,580.21,2024-03-09 07:27:28,2024-03-12 07:27:28
722,1231,Corretiva,750.42,2024-05-27 12:48:49,2024-06-05 12:48:49
723,1915,Preventiva,677.06,2024-05-16 01:44:01,
724,1786,Corretiva,1668.4,2024-04-22 08:14:05,2024-05-05 08:14:05
725,124,Preventiva,593.06,2024-05-26 12:31:02,2024-05-29 12:31:02
726,1640,Preventiva,537.75,2024-05-30 23:03:58,2024-06-02 23:03:58
